uid,name,district,province
ldctqtPVF2Q,ea Chasefu Rural Health Centre,Chasefu,Eastern
t2jD2zAKcf0,ea Egichikeni Rural Health Centre,Chasefu,Eastern
cmSC1lBC1gN,ea Hoya Health Post,Chasefu,Eastern
q8eFF95xNRX,ea Kamzoole Health Post,Chasefu,Eastern
KpE7nylAqMq,ea Kanyanga Rural Health Centre,Chasefu,Eastern
BHwAmQVYA8l,ea Khulamayembe Health Post,Chasefu,Eastern
MjkOXuGeGii,ea Khuli-khuli Health Post,Chasefu,Eastern
pMOYXZuEIf5,ea Lunzi Rural Health Centre,Chasefu,Eastern
XIMXScV0Qcs,ea Lusuntha Rural Health Centre,Chasefu,Eastern
cavxcTwtx7Q,ea Malandula Rural Health Centre,Chasefu,Eastern
dOc6z5RUerz,ea Manyi Health Post,Chasefu,Eastern
prh4vUTtmKv,ea Mtwalo Rural Health Centre,Chasefu,Eastern
zBFtzeUHcnY,ea Munyukwa Rural Health Centre,Chasefu,Eastern
s9Cv9cvYEnH,ea Nkhanga Rural Health Centre,Chasefu,Eastern
zY4eDg6nFXS,ea Phikamalaza Rural Health Centre,Chasefu,Eastern
B0jcRGGPASc,ea Zasp Health Post,Chasefu,Eastern
SAwt0myKF8O,ea Chakoloma Health Post,Chipangali,Eastern
rZ0YVW1kbt7,ea Chamoto Health Post,Chipangali,Eastern
YdYtnkJocqF,ea Chanyumbu Health Post,Chipangali,Eastern
wYGrNKB4v7N,ea Chinunda Rural Health Centre,Chipangali,Eastern
Bm1akWJ0LgB,ea Chipangali Rural Health Centre,Chipangali,Eastern
xm3oOwmrI9F,ea Dwankhozi Rural Health Centre,Chipangali,Eastern
eNyr2kyvvde,ea Kapara Rural Health Centre,Chipangali,Eastern
IS3IZj1NxjM,ea Kasenga Rural Health Centre,Chipangali,Eastern
W9JJms3Uj2L,ea Madziatuwa Rural Health Centre,Chipangali,Eastern
fJbUv1IlbgU,ea Mafuta Rural Health Centre,Chipangali,Eastern
GvTtgKi0MFC,ea Mbenjele Health Post,Chipangali,Eastern
OtkiL5956yX,ea Mkanda Rural Health Centre,Chipangali,Eastern
czIemlT2x6Q,ea Mnduwi Health Post,Chipangali,Eastern
YyEYUwT9aPn,ea Mnoro Rural Health Centre,Chipangali,Eastern
iSaM1vd427f,ea Mnukwa Rural Health Centre,Chipangali,Eastern
TupU5tw6GDd,ea Mphawa  Rural Health Centre,Chipangali,Eastern
FoQJlEYVBGW,ea Mshawa Rural Health Centre,Chipangali,Eastern
xtZhz07IRR5,ea Muzeyi Rural Health Centre,Chipangali,Eastern
foSW4qBoRcL,ea Mwita Health Post,Chipangali,Eastern
ZbFnA6E66MP,ea Rukuzye Rural Health Centre,Chipangali,Eastern
ZJjzVoQB5AL,ea Tamanda Rural Health Centre,Chipangali,Eastern
bSfTp2QXVAi,ea Vizenge Rural Health Centre,Chipangali,Eastern
bcCi3ZJv4MG,ea Champhande Rural Health Centre,Chipata,Eastern
XoNobMZkqP8,ea Chankhonzi Rural Health Post,Chipata,Eastern
CCYRw0hfh27,ea Chikando Rural Health Centre,Chipata,Eastern
qzQ6FRdYTHn,ea Chinyaku Health Post,Chipata,Eastern
s8ESdlaODHN,ea Chipata Central Hospital,Chipata,Eastern
DdmbNjda84Y,ea Chipata District Hospital,Chipata,Eastern
kCtWkRwROsV,ea Chipata Health Care Private,Chipata,Eastern
NabH09CP3xz,ea Chipata Hospital Affiliated Health Centre,Chipata,Eastern
itXU6IHgwhT,ea Chipungo Rural Health Centre,Chipata,Eastern
XPVfzAeXnbT,ea Chiswa Health Post,Chipata,Eastern
ngAfWBvVA91,ea Dambe Health Post,Chipata,Eastern
bAYRy7WZfJj,ea Eastern Command Military Clinic,Chipata,Eastern
hFCn29fHq1I,ea Ejis Professional Medical Centre,Chipata,Eastern
tD5l8PycWKQ,ea Feni Health Post,Chipata,Eastern
BSuDXeA7Vjq,ea Fortjameson Infirmary Private Hospital,Chipata,Eastern
Jj59Gta1CRl,ea Gondar Urban Health Centre,Chipata,Eastern
pQ8SluoUMXP,ea Jerusalem Rural Health Centre,Chipata,Eastern
LZhL4neRqq6,ea Kapata Urban Health Centre,Chipata,Eastern
obwvZRZad1j,ea Katambo Health Post,Chipata,Eastern
apD3EBl4p2p,ea Katandala Rural Health Centre,Chipata,Eastern
mqj0Y8J6zZb,ea Kayeka Health Post,Chipata,Eastern
WHbwxxNVFGA,ea Kayiwale Health Post,Chipata,Eastern
jJDgh9TPe3u,ea Lunkwakwa Urban Health Centre,Chipata,Eastern
GFJ77yJWiNj,ea Madzimoyo Rural Health Centre,Chipata,Eastern
GK7jZ2N31fJ,ea Magwero Rural Health Centre,Chipata,Eastern
wdX7RQPCIHd,ea Makungwa Health Post,Chipata,Eastern
EfjOb0WZDmG,ea Makwe Health Post,Chipata,Eastern
Qy6IB6nsPJ4,ea Mchini Health Post,Chipata,Eastern
QwZDXVTmfcw,ea Mlanga Health Post,Chipata,Eastern
kcebliLmEIX,ea Motala Clinic and Diagnostic Health Centre,Chipata,Eastern
mXXoc9XL1Ht,ea Msekera Rural Health Centre,Chipata,Eastern
wOE4Bj9snU2,ea Mwami Hospital Affiliated Health Centre,Chipata,Eastern
OmKYFWdIJDu,ea Mwami Mission Hospital,Chipata,Eastern
rCBPqgObW4C,ea Mwami Wellness Health Centre,Chipata,Eastern
vTbYnLyxnRH,ea Mwasauka Health Post,Chipata,Eastern
BMug5gzJGGQ,ea Namseche Rural Health Centre,Chipata,Eastern
sNpCuPRg34V,ea Seraphy Dental Clinic,Chipata,Eastern
zSFYmSeXpf5,ea St Benedict Rural Health Centre,Chipata,Eastern
cCFiZg1rUOx,ea Vision Care Opticians Health Centre,Chipata,Eastern
oLq5O1UHIh4,ea Walela Health Post,Chipata,Eastern
mrjztWBALRD,ea Chikungu Health Post,Kasenengwa,Eastern
op5SPlW42Rk,ea Chinjala Health Post,Kasenengwa,Eastern
QIiX7lxfUJz,ea Chiparamba Rural Health Centre,Kasenengwa,Eastern
HgeAlXBEAep,ea Chipembere Rural Health Centre,Kasenengwa,Eastern
RsPDXJwUbEb,ea Chiwoko Rural Health Centre,Kasenengwa,Eastern
me8PlZmU991,ea Chizenje Rural Health Centre,Kasenengwa,Eastern
MJBCBGiaO2T,ea Kadama Health Post,Kasenengwa,Eastern
LCk5xxCztcy,ea Kamboma Health Post,Kasenengwa,Eastern
LIXNAavCCDd,ea Kamulaza Rural Health Centre,Kasenengwa,Eastern
U80S2RNlCl9,ea Kasenengwa Rural Health Centre,Kasenengwa,Eastern
mBHZPBeB02L,ea Katondo Health Post,Kasenengwa,Eastern
k1hzLKDxvFc,ea Khoza Health Post,Kasenengwa,Eastern
UmdTODOxfGJ,ea Kwenje Rural Health Centre,Kasenengwa,Eastern
NQTyjrof3iO,ea Madzimawe Rural Health Centre,Kasenengwa,Eastern
qeDtENmSH2f,ea Mtenguleni Health Post,Kasenengwa,Eastern
XtPhsBaxFKk,ea Samuel Rural Health Centre,Kasenengwa,Eastern
n9uOArX3mop,ea Chibolya Health Post,Katete,Eastern
iZCm7iK0wy9,ea Chimtende Rural Health Centre,Katete,Eastern
J4Z1UM6N57v,ea Chindwale Health Post,Katete,Eastern
X3PZPk7eYG2,ea Chinkhombe Rural Health Centre,Katete,Eastern
oVjhVa8Q0Ds,ea Kafumbwe Rural Health Centre,Katete,Eastern
vqSNdfWGlpn,ea Kafunkha Health Post,Katete,Eastern
FFiBj4e8U5j,ea Kagoro Rural Health Centre,Katete,Eastern
XQ44IEXAQmx,ea Kakula Health Post,Katete,Eastern
FX7PeWORrdX,ea Kalimeta Health Post,Katete,Eastern
NNUxQlPTWvw,ea Kamiza Rural Health Centre,Katete,Eastern
oTguYFn6zsU,ea Kamphambe Rural Health Centre,Katete,Eastern
F7wbiMvnF4U,ea Katete Boma Health Centre,Katete,Eastern
Es86OdpWSIN,ea Katiula Health Post,Katete,Eastern
qShS1v3qI5H,ea Kawaza Rural Health Center,Katete,Eastern
PlEmusk02I2,ea Kwenje Health Post,Katete,Eastern
SvuZmkgNQhk,ea Lukweta Health Post,Katete,Eastern
dPd5SifMgWc,ea Lunga Health Post,Katete,Eastern
Z7YP7rFaNsW,ea Lupande Health Post,Katete,Eastern
otJ4KzWtoTD,ea Lupando Health Post,Katete,Eastern
rFrS9FObX9O,ea Magobo Health Post,Katete,Eastern
D8z0DTu3EWc,ea Makwenda Health Post,Katete,Eastern
wAf1EVnLRpV,ea Matunga Health Post,Katete,Eastern
TIT33UeXdqK,ea Mbinga Health Post,Katete,Eastern
uIwkXhqOPd0,ea Mindola Rural Health Centre,Katete,Eastern
CRgs2nxxhLR,ea Mnthipa Rural Health Center,Katete,Eastern
UaOOaiIRKKH,ea Mphangwe Health Post,Katete,Eastern
nvxkhdlxDoV,ea Mtetezi Zambia National Service Rural Health Centre,Katete,Eastern
nSObYHZak9K,ea Mwandafisi Health Post,Katete,Eastern
Y0OWIJg8EA4,ea Mwaziputa Health Post,Katete,Eastern
yIy83YjcHwl,ea Mzime Rural Health Center,Katete,Eastern
JlhuyLbLYLt,ea Mzunza Health Post,Katete,Eastern
xNHpWcOOk5M,ea Nyembe Rural Health Centre,Katete,Eastern
xLI3OUpJ8N4,ea St Francis General Hospital,Katete,Eastern
L6nhYFvQosX,ea St Francis Hospital Affiliated Health Centre,Katete,Eastern
x0WWwBeFoRt,ea Undi Rural Health Centre,Katete,Eastern
jk4lNUZMN3a,ea Vulamkoko Rural Health Centre,Katete,Eastern
TqCaDzbyY50,ea Chanyalubwe Health Post,Lumezi,Eastern
FllqgpnGeqr,ea Chasera Health Post,Lumezi,Eastern
rUie1i1JRKy,ea Chikomeni Rural Health Centre,Lumezi,Eastern
bAJw8AXmKuV,ea Chitungulu Rural Health Centre,Lumezi,Eastern
LUHlr8FbKOq,ea Kamsaro Health Post,Lumezi,Eastern
ZKsAlfRru0j,ea Kapongolo Health Post,Lumezi,Eastern
hiXepFQtpdF,ea Kataba Health Post,Lumezi,Eastern
nNjkasDQS6i,ea Katube Health Post,Lumezi,Eastern
GYwcxMcjcAm,ea Kazembe Rural Health Centre,Lumezi,Eastern
OIjIgUE02E2,ea Kazonde Health Post,Lumezi,Eastern
njCNBF9ONPR,ea Lumezi Hospital Affiliated Health Centre,Lumezi,Eastern
RXoO62TSi7b,ea Lumezi Mission Hospital,Lumezi,Eastern
aNxnVI8BMEC,ea Mkasanga Health Post,Lumezi,Eastern
kFWxVNzmLel,ea Mpingozi Health Post,Lumezi,Eastern
bzxCEz2fiBI,ea Mwanya Rural Health Centre,Lumezi,Eastern
rIScTt0c1mo,ea Mwase-Mphangwe Old Rural Health Centre,Lumezi,Eastern
K1R0Ztns2an,ea Mwase-Mphangwe Schemes Rural Health Centre,Lumezi,Eastern
Qpa2Uk9Bosb,ea Mwimba Health Post,Lumezi,Eastern
hoon31JsGL1,ea Ndaiwala Rural Health Centre,Lumezi,Eastern
vKypPz11W6M,ea Njoka Health Post,Lumezi,Eastern
HPOftYUJyc9,ea Nkhanyu Health Post,Lumezi,Eastern
v2B2Y36hznw,ea Sikatengwa Health Post,Lumezi,Eastern
i2ogv6tXmJ7,ea Zokwe Health Post,Lumezi,Eastern
mw0kxleSEEq,ea Zumwanda Rural Health Centre,Lumezi,Eastern
qNWMzg0Ykni,ea Chijemu Health Post,Lundazi,Eastern
zGH9y8oT6uM,ea Chiwe Health Post,Lundazi,Eastern
UAhFR8LoUdr,ea Elunyaweni Rural Health Centre,Lundazi,Eastern
CSg1jeO3HAo,ea Kakumba Health Post,Lundazi,Eastern
zAcyvAbryBi,ea Kamilenje Health Post,Lundazi,Eastern
I9uhbbEI97G,ea Kapichila Rural Health Centre,Lundazi,Eastern
vewEZbuaGF7,ea Lukwizizi Health Post,Lundazi,Eastern
vCpiSNfaEtw,ea Lundazi District Hospital,Lundazi,Eastern
GoDz9qC2h8T,ea Lundazi Urban Health Centre,Lundazi,Eastern
giU2oIx29d9,ea Mankhaka Health Post,Lundazi,Eastern
pZeWO5EF5TU,ea Mchereka Health Post,Lundazi,Eastern
c6pmiX3iTNk,ea Mkomba Health Post,Lundazi,Eastern
ltNbQWbKf8j,ea Mwase Lundazi Rural Health Centre,Lundazi,Eastern
z2LkkLLKVa0,ea Ng'onga Rural Health Centre,Lundazi,Eastern
V4GaAfRmJ3C,ea Nthitimila Health Post,Lundazi,Eastern
oAy9YRZmAWC,ea Nyangwe Rural Health Centre,Lundazi,Eastern
BEV6cTlQPnH,ea Umi Health Post,Lundazi,Eastern
IanWssOOVn5,ea Chibale Health Post,Lusangazi,Eastern
jaPS9Ha22SH,ea Chikowa Rural Health Centre,Lusangazi,Eastern
E4Rlk0ms1gy,ea Makale Health Post,Lusangazi,Eastern
dHEtNDrdX9I,ea Mawanda Rural Health Centre,Lusangazi,Eastern
maLgI67H5oA,ea Msanzala Rural Health Centre,Lusangazi,Eastern
wc55X7UmKC3,ea Mwanika Rural Health Centre,Lusangazi,Eastern
bhyuYIJo9YY,ea Refugee Health Post,Lusangazi,Eastern
tGy6DTLAeU0,ea Riverside Health Post,Lusangazi,Eastern
dYTRnNlm4hl,ea Sandwe Rural Health Centre,Lusangazi,Eastern
M9icqPGYM9f,ea Satelite 30 Rural Health Centre,Lusangazi,Eastern
M01b6mDUXdu,ea Satellite 18 Rural Health Centre,Lusangazi,Eastern
hY4osXzPP3y,ea Sichilima Health Post,Lusangazi,Eastern
wwjljmZP8O0,ea Ukwimi A Rural Health Centre,Lusangazi,Eastern
Dtkzotr5QS0,ea Ukwimi B Rural Health Centre,Lusangazi,Eastern
BvpdEQ3qOKg,ea Chamubobo HP,Mambwe,Eastern
j9jseC1kt6W,ea Chikowa Rural Health Centre,Mambwe,Eastern
mkpzJFI9hXJ,ea Chilanga Health Post,Mambwe,Eastern
fHFQntzrcFp,ea Chipako Health Post,Mambwe,Eastern
fYI2iiTAJt9,ea Chisengu Health Post,Mambwe,Eastern
k2iLmIXotgy,ea Jumbe Clinic,Mambwe,Eastern
RMq5NhCB8Lt,ea Kakumbi Rural Health Centre,Mambwe,Eastern
Yia9Ki7rojF,ea Kamoto Hospital Affiliated Health Centre,Mambwe,Eastern
b9Bo8HGqsvL,ea Kamoto Mission Hospital,Mambwe,Eastern
S4BBwFDPDEy,ea Kamuwawa Health Post,Mambwe,Eastern
rfSV0ZTyLAO,ea Kapole Health Post,Mambwe,Eastern
DttdLYF5HHe,ea Kasamanda Rural Health Centre,Mambwe,Eastern
udm3wxNUU8Y,ea Lusandwa South Health Post,Mambwe,Eastern
yq0ZPeMwud1,ea Malama Rural Health Centre,Mambwe,Eastern
RxjYPAcgSiE,ea Masumba Rural Health Centre,Mambwe,Eastern
uygUIUa1E6z,ea Mfuwe International Airport Clinic,Mambwe,Eastern
I9JcpOnxb8J,ea Mphomwa Rural Health Centre,Mambwe,Eastern
XISg7FOdzBT,ea Msoro Rural Health Centre,Mambwe,Eastern
bn1YfDcZ38e,ea Ncheka Health Post,Mambwe,Eastern
BTbeWp3IVjE,ea Nsefu Rural Health Centre,Mambwe,Eastern
G9oYUOiXuNf,ea Nyakatokoli Health Post,Mambwe,Eastern
qnPoOO9x8uy,ea Nyamaluma Health Post,Mambwe,Eastern
MJMTNEv1LYJ,ea Chalubilo Rural Health Centre,Nyimba,Eastern
y2j8ExHlCum,ea Chifukuzi Health Post,Nyimba,Eastern
kkIdduB4ZbY,ea Chimphanje Health Post,Nyimba,Eastern
wfrDFLlBldb,ea Chinambi Rural Health Centre,Nyimba,Eastern
ZyxVwGiDVAY,ea Chininkhu Health Post,Nyimba,Eastern
odd9VfVjnzX,ea Chinsimbwe Rural Health Centre,Nyimba,Eastern
PQ50wi6hSHK,ea Chipembe Rural Health Centre,Nyimba,Eastern
RrgXu1Xk20n,ea Hofmeyr Zonal Rural Health Centre,Nyimba,Eastern
H4VInGbGTT4,ea Kacholola Rural Health Centre,Nyimba,Eastern
xlx1ykjM1Hr,ea Kalingindi Health Post,Nyimba,Eastern
kHBG6EumkV4,ea Luangazi Health Post,Nyimba,Eastern
wvaNL0BzHun,ea Luembe FDS E16 Rural Health Centre,Nyimba,Eastern
FV302JiJVWF,ea Mawanda Health Post,Nyimba,Eastern
PuGL288nX6i,ea Mchimazi Health Post,Nyimba,Eastern
TzL58b346np,ea Misebe Health Post,Nyimba,Eastern
qOlyDAHPRfY,ea Mkopeka Rural Health Centre,Nyimba,Eastern
QvCWGZBVYap,ea Msima Health Post,Nyimba,Eastern
JDyxGEfEbLN,ea Mtilizi Health Post,Nyimba,Eastern
DxpAUIgzSPn,ea Mtilizi Rural Health Centre,Nyimba,Eastern
sh0Kdtnfrwf,ea Mwape Rural Health Centre,Nyimba,Eastern
afUjZSNAmsg,ea Ndake Health Post,Nyimba,Eastern
MX6ciK0jl8I,ea Nyalugwe Rural Health Centre,Nyimba,Eastern
fawFdYrVP5a,ea Nyimba District Hospital,Nyimba,Eastern
Wd4frHYAoE1,ea Nyimba Hospital Affiliated Health Centre,Nyimba,Eastern
HInGUo16p78,ea St Josephs Rural Health Centre,Nyimba,Eastern
dHQs4ushJnZ,ea Vizimumba Health Post,Nyimba,Eastern
INPIoaz9rQ0,ea ZNS Health Post,Nyimba,Eastern
zEjE9f2Po5d,ea Benard Health Post,Petauke,Eastern
DLBHM0Ita4f,ea Chaka Health Post,Petauke,Eastern
A2WG7HbvZ5m,ea Chikuse Rural Health Centre,Petauke,Eastern
hCDlkhoJ2Il,ea Chipungu Rural Health Centre,Petauke,Eastern
yvabiHY5b6a,ea Chisenjere Rural Health Centre,Petauke,Eastern
e012j3WAOuv,ea Chisonso Health Post,Petauke,Eastern
Wbvm6KlYiRk,ea Esther Lungu  Rural Health Centre,Petauke,Eastern
yQonUdP9OYn,ea Kabvumbe Health Post,Petauke,Eastern
hNGvPdhIneT,ea Kakwiya Rural Health Centre,Petauke,Eastern
yJWAtgFATf6,ea Kalindawalo General Hospital,Petauke,Eastern
XWEDTWvc1f7,ea Kalindawalo Rural Health Centre,Petauke,Eastern
e2COFAfygWq,ea Kaselo Health Post,Petauke,Eastern
FqVNtoteP2e,ea Luamphaande Rural Health Centre,Petauke,Eastern
Ly7f57GzJOn,ea Mankhungwa Health Post,Petauke,Eastern
YMFtJCnn7SK,ea Manyane Rural Health Centre,Petauke,Eastern
rtw1RFMXQER,ea Matonga Health Post,Petauke,Eastern
pzcJzO3OXim,ea Matonje Health Post,Petauke,Eastern
F9iuyIfiQ2H,ea Merwe Rural Health Centre,Petauke,Eastern
gBMCwqmNp46,ea Miinga Hospital Affiliated Health Centre,Petauke,Eastern
yd2NeW1OZEN,ea Miinga Mission Hospital,Petauke,Eastern
FkLJYsoxszs,ea Misolo Health Post,Petauke,Eastern
sGTDs4GjGRo,ea Mkonda Health Post,Petauke,Eastern
vpkAwSJd059,ea Mtukuzi Rural Health Centre,Petauke,Eastern
v7M2nNtP12n,ea Mtumbata Health Post,Petauke,Eastern
GTvkqRNd8vD,ea Mumbi Rural Health Centre,Petauke,Eastern
xJH0mHh9Y1F,ea Mwanjawanthu Rural Health Centre,Petauke,Eastern
VjTo67ScSgx,ea Nyamphande Rural Health Centre,Petauke,Eastern
oiR4vyBcFwP,ea Nyamphondolo Rural Health Centre,Petauke,Eastern
QhWoco922hO,ea Ongolwe Health Post,Petauke,Eastern
jLWme5fEV9L,ea Petauke District Hospital,Petauke,Eastern
AbQw5MwYs0H,ea Petauke Medical Centre,Petauke,Eastern
XUcvUaFl0LM,ea Petauke Urban Health Centre,Petauke,Eastern
hB3grf4DyUG,ea Prisons Health Post,Petauke,Eastern
xSmKpaHNthE,ea Sasu Rural Health Centre,Petauke,Eastern
vVtu2AoHqk4,ea Zuze Health Post,Petauke,Eastern
Y9bBkRgMsCz,ea Chafulu Rural Health Centre,Sinda,Eastern
Gol1QCRFmPE,ea Chanjobvu Rural Health Centre,Sinda,Eastern
l06FWX1xvoo,ea Chanjoka Health Post,Sinda,Eastern
a8bbz5jgk53,ea Chataika Rural Health Centre,Sinda,Eastern
XXAT2ShektL,ea Chilasa Rural Health Centre,Sinda,Eastern
r9Ch2ZDg4jk,ea Chimtengo Health Post,Sinda,Eastern
qcOXrb1j8L4,ea Chimunsi Rural Health Centre,Sinda,Eastern
V9gTphzU5XO,ea Chindeza Rural Health Centre,Sinda,Eastern
usWPbACkihD,ea Chitawe Rural Health Centre,Sinda,Eastern
NeYHeEmig9q,ea Chiwuyu Rural Health Centre,Sinda,Eastern
Qj4JwuuKY0V,ea Kampamule Health Post,Sinda,Eastern
r2A74MqrLYx,ea Kanjiwa Rural Health Centre,Sinda,Eastern
nLcovcylEYi,ea Kapungwe Health Post,Sinda,Eastern
onRGxnocEUg,ea Kasamba Rural Health Centre,Sinda,Eastern
xelT6EFHlTH,ea Katema Health Post,Sinda,Eastern
Psk4O5o6LR4,ea Kondwelani Rural Health Centre,Sinda,Eastern
i3uUBczYc47,ea Maela Health Post,Sinda,Eastern
jNailt4SW5F,ea Matambazi Rural Health Centre,Sinda,Eastern
EIE7R1mmyet,ea Mng'omba Rural Health Centre,Sinda,Eastern
ARNhWzN9QfA,ea Mngona Health Post,Sinda,Eastern
kA9OLXYDLUR,ea Mtandaza Rural Health Centre,Sinda,Eastern
ZeBImNXW3Xc,ea Mthunya Rural Health Centre,Sinda,Eastern
pOUADF2SRxk,ea Nyaluwiro Health Post,Sinda,Eastern
NglDonn9sYA,ea Nyanje Hospital Affiliated Health Centre,Sinda,Eastern
aGU1T72XCQa,ea Nyanje Mission Hospital,Sinda,Eastern
vIx9OfZFn4y,ea Seya Health Post,Sinda,Eastern
T8Xxenzc6ou,ea Sinda Rural Health Centre,Sinda,Eastern
S73lQJbPP8w,ea Chigwe Health Post,Vubwi,Eastern
sIgYfReU6Vx,ea Chikoma Rural Health Centre,Vubwi,Eastern
R5WRl5UUPRy,ea Chipanje Health Post,Vubwi,Eastern
hsUcORoapqG,ea Likawe Health Post,Vubwi,Eastern
MsEWhqoDb5L,ea Manota Health Post,Vubwi,Eastern
LQZ7nN0echm,ea Matembe Health Post,Vubwi,Eastern
ktzZrhR1WnS,ea Maumba Health Post,Vubwi,Eastern
AjDLzGq5q9M,ea Mbande Health Post,Vubwi,Eastern
dQp9qM3dTzV,ea Mchenjeza Rural Health Centre,Vubwi,Eastern
kIIsXDPuskb,ea Mlawe Health Post,Vubwi,Eastern
LsZTxnCSIwV,ea Mzigawa Health Post,Vubwi,Eastern
U3LgIxEsaiQ,ea Sindemisale Rural Health Centre,Vubwi,Eastern
eyhdXZKL03z,ea Songeya Health Post,Vubwi,Eastern
IsCCU2L8qqZ,ea Vubwi District Hospital,Vubwi,Eastern
aEXcyG2MVNB,lu Chembe Rural Health Centre,Chembe,Luapula
o5NAXpTNizr,lu Chipete Rural Health Centre,Chembe,Luapula
y8NVOhsvCaK,lu Fikombo HP,Chembe,Luapula
T0mKBlh3G9h,lu Kalasa Kando HP,Chembe,Luapula
uFdT61U1OsA,lu Kasomalwela Rural Health Centre,Chembe,Luapula
mpIb08vMOAp,lu Kundamfumu Rural Health Centre,Chembe,Luapula
U8TvVHIWTRw,lu Lukola Rural Health Centre,Chembe,Luapula
GVstC5M6Ayj,lu Mwami Health Post,Chembe,Luapula
oHlcVn3rdb1,lu Chienge District Hospital,Chienge,Luapula
QDqivIRiSaQ,lu Chipungu Rural Health Centre,Chienge,Luapula
AGpIcsdu6xf,lu Kabole Rural Health Centre,Chienge,Luapula
CmrN87EOlBQ,lu Kabwe Rural Health Centre,Chienge,Luapula
kU5YjYgVbTZ,lu Kalembwe Rural Health Centre,Chienge,Luapula
RkntOU90ZHr,lu Kapako Health Post (Chienge),Chienge,Luapula
jfcYt0tnsTx,lu Lambwe Chikwama Health Post,Chienge,Luapula
NI1tAcnIfAT,lu Lambwe Chomba Rural Health Centre,Chienge,Luapula
i11VXdZmkhP,lu Lunchinda Health Post,Chienge,Luapula
tr9eo7P3f5L,lu Mukunta Rural Health Centre,Chienge,Luapula
Bz7oIBxRTU1,lu Mwabu Rural Health Centre,Chienge,Luapula
EIbwCt3jZHv,lu Puta Rural Health Centre,Chienge,Luapula
x8BQtQpWK9h,lu Sambula Rural Health Centre,Chienge,Luapula
FVK5bEf4nEV,lu Chibuye Rural Health Centre,Chifunabuli,Luapula
b4HKBgmJAKf,lu Chikuwe Health Post,Chifunabuli,Luapula
aOr3jMbPcHD,lu Chimanda Rural Health Centre,Chifunabuli,Luapula
LjFfWIgO7A0,lu Chishi Rural Health Centre,Chifunabuli,Luapula
c78lYgiz8ke,lu Kandolo Health Post,Chifunabuli,Luapula
WRRGxsFOxv2,lu Kasaba Hospital Affiliated Health Centre,Chifunabuli,Luapula
kkvRKFactre,lu Kasaba Mission Hospital,Chifunabuli,Luapula
pzwJl6Eit3A,lu Kasuba Rural Health Centre,Chifunabuli,Luapula
gq2WZLfPWno,lu Lubwe Hospital Affiliated Health Centre,Chifunabuli,Luapula
tYADm8Gxa2U,lu Lubwe Mission Hospital,Chifunabuli,Luapula
FgMoRKWE7lY,lu Mbabala Rural Health Centre,Chifunabuli,Luapula
fFaDMvpDDSG,lu Miponda Rural Health Centre,Chifunabuli,Luapula
W2IXIkG5zFH,lu Mundubi Rural Health Centre,Chifunabuli,Luapula
ABcUyezNjiu,lu Mwansakombe Rural Health Centre,Chifunabuli,Luapula
jVTW7aevTXX,lu Mwewa Health Post,Chifunabuli,Luapula
JPvk3to3lLW,lu Nambale Rural Health Centre,Chifunabuli,Luapula
fj7pEXdcvcP,lu Nshungu Health Post,Chifunabuli,Luapula
iRLUVS3RkwH,lu Sashi Health Post,Chifunabuli,Luapula
SNB73xtSc9H,lu Shikamushile Rural Health Centre,Chifunabuli,Luapula
Na48iwprcRj,lu Chipili Rural Health Centre,Chipili,Luapula
e84HjdMPuOs,lu Chisheta Rural Health Centre,Chipili,Luapula
KeUh9W868Kb,lu Kabongo Health Post,Chipili,Luapula
EmpfjY6bRII,lu Kalundu Rural Health Centre,Chipili,Luapula
MamVEbk3svG,lu Kaoma Makasa Rural Health Centre,Chipili,Luapula
NegKu98wuBb,lu Luminu Rural Health Centre,Chipili,Luapula
SPzrFtzD83O,lu Lupososhi Rural Health Centre,Chipili,Luapula
Z2NGkmiOKz0,lu Mukabi Health Post,Chipili,Luapula
DGTbYecueeB,lu Mukanga Health Post,Chipili,Luapula
y5g5UOIekbe,lu Mukonshi Rural Health Centre,Chipili,Luapula
EIcZNbwIUP7,lu Mupeta Rural Health Centre,Chipili,Luapula
MLxowtKhnOt,lu Musalango Health Post,Chipili,Luapula
ZOchRWrgsdN,lu Musele Health Post,Chipili,Luapula
JQxmMJop7dI,lu Mutipula Rural Health Centre,Chipili,Luapula
U1cB77Ro8w0,lu Mwenda Rural Health Centre,Chipili,Luapula
OxkYg8SV14E,lu Buyaka Health Post,Kawambwa,Luapula
z0M0hJ7vAxf,lu Chama Rural Health Centre,Kawambwa,Luapula
m3kO67qbFSL,lu Chibote Rural Health Centre,Kawambwa,Luapula
duGD7MueYis,lu Chimpempe Rural Health Centre,Kawambwa,Luapula
PZYChP213Io,lu Chimpili Rural Health Centre,Kawambwa,Luapula
FYeQEB4UDhw,lu Chitondo Rural Health Centre,Kawambwa,Luapula
cW8f3WnASjU,lu Chitotela Health Post,Kawambwa,Luapula
dCLBcZfgwhi,lu Kabanda Rural Health Centre,Kawambwa,Luapula
UlV5fqQGzHs,lu Kabila Rural Health Centre,Kawambwa,Luapula
ExbHo2icBRh,lu Kala Refugee Rural Health Centre,Kawambwa,Luapula
MdrX2hp5Axf,lu Kanengo Rural Health Centre,Kawambwa,Luapula
VVtSgi4N1jc,lu Kapako Health Post (Kawa),Kawambwa,Luapula
XgA5xvIDqnE,lu Kawambwa District Hospital,Kawambwa,Luapula
