uid,name,district,province
OFPgR9XkJ1m,ls Johnhoward Heath Post,Lusaka,Lusaka
lMS7KoTpUXU,ls JSI Salvation Army,Lusaka,Lusaka
v1JkcyXw2eV,ls Kabanana Health Post,Lusaka,Lusaka
ZBx48Kmvip5,ls Kabelenga Family Hospital,Lusaka,Lusaka
tgUnXz63GUz,ls Kabwata Urban Health Centre,Lusaka,Lusaka
iZPEpTC5gO6,ls Kalikiliki Health Post,Lusaka,Lusaka
CChXkRmJ5Eh,ls Kalingalinga Urban Health Centre,Lusaka,Lusaka
n52mHQ90pMG,ls Kamanga Health Post,Lusaka,Lusaka
Bk6rN99KVTX,ls Kamulanga Health Post,Lusaka,Lusaka
CXn36G2mFEB,ls Kamwala South Health Post,Lusaka,Lusaka
aXkfuVKKVbg,ls Kamwala Urban Health Centre,Lusaka,Lusaka
ReQP7ysmeuk,ls Kanyama  First Level Hospital,Lusaka,Lusaka
O42QjPFfuT9,ls Kanyama Self Help Health Post,Lusaka,Lusaka
LFehO0N0f2G,ls Kanyama West Health Post,Lusaka,Lusaka
sRDZUeOuvpS,ls Kaunda Square Urban Health Centre,Lusaka,Lusaka
rh0bTgFE6EB,ls KG Dental Surgery,Lusaka,Lusaka
SxG8aEnZjcp,ls Kuku Health Post,Lusaka,Lusaka
MrkjHKullTU,ls Levy Mwanawasa General Hospital,Lusaka,Lusaka
scfBXJrKUsc,ls Leza wa lukundo medical Centre,Lusaka,Lusaka
lt8W1Ls1MEN,ls Lilanda Health Post,Lusaka,Lusaka
toia1cMpj1m,ls Lilayi Urban Health Centre,Lusaka,Lusaka
bJdmtZCCUQd,ls Linda Health Post,Lusaka,Lusaka
VBv0yryzCup,ls Lubwa Health Post,Lusaka,Lusaka
Qdz6EcRjmCC,ls Lusaka Central Prison Urban Health Centre,Lusaka,Lusaka
MdVZOKJdCaj,ls Lusaka Eye Hospital,Lusaka,Lusaka
NVXfcyBuvAB,ls LUSAKA IVF AND FERTILITY CLINIC,Lusaka,Lusaka
MbDTDTfb9S9,ls Lusaka Trust Hospital,Lusaka,Lusaka
AS637XjrR9P,ls Lusungu Health Centre,Lusaka,Lusaka
jEODSLKKB7Z,ls M M I Steel Mill Clinic,Lusaka,Lusaka
vbzma5zHsK5,ls Mahopo Health Post,Lusaka,Lusaka
sq6nQ4kz604,ls Maina Soko Hospital,Lusaka,Lusaka
rt7j82Btut9,ls Makeni UNHCR Health Post,Lusaka,Lusaka
TAoFx870MJa,ls Makeni Urban Health Centre,Lusaka,Lusaka
sIBcs8X31M5,ls Makeni Villa Health Post,Lusaka,Lusaka
R5O53zuIdSx,ls Malata Health Post,Lusaka,Lusaka
n4VZJmWkkZd,ls MAMA ELLEN MEDICAL CENTER,Lusaka,Lusaka
GWePuV5XPW0,ls Mandevu Urban Health Centre,Lusaka,Lusaka
zp1lqDfPmAP,ls Marie Stopes Family Health Centre,Lusaka,Lusaka
CPVAHHBf5qI,ls Matero  First Level Hospital,Lusaka,Lusaka
s9keZSbbiBo,ls Matero Main Urban Health Centre,Lusaka,Lusaka
QkyTGdaSVll,ls Medaid HealthCare Limited,Lusaka,Lusaka
KETKchsMRUS,ls Medland Hospital,Lusaka,Lusaka
pq1S496fDLX,ls Micheal Chilufya Sata Health Post,Lusaka,Lusaka
ddKdVgggarq,ls Ministry Of Health HQ Health Post,Lusaka,Lusaka
fGbIOTwtSNQ,ls MKP/TMS Private Hospital,Lusaka,Lusaka
lnonobyjzoQ,ls Mobile medical services Zambia LTD,Lusaka,Lusaka
LJz2tZNV5e4,ls Mtendere Urban Health Centre,Lusaka,Lusaka
hoSxAo5iWzK,ls Multi Care Hospital,Lusaka,Lusaka
bJ9V0t6cVCI,ls Mum's Care Hospital,Lusaka,Lusaka
LOn1tLqa2jv,ls Mutti-Kabelenga Health Services Ltd,Lusaka,Lusaka
F2Q2Q0FI5Wd,ls New Soweto Health Post,Lusaka,Lusaka
zXUv3z3fiGW,ls Ngombe Health Post,Lusaka,Lusaka
ICLq9igVlIv,ls Ng'ombe Urban Health Centre,Lusaka,Lusaka
EeGMmfARh6g,ls Nipa Health Post,Lusaka,Lusaka
mq6QePnnNNc,ls Optique Clinic,Lusaka,Lusaka
Bb0Y682iYx6,ls Our Lady's Hospice,Lusaka,Lusaka
gduxpWyZVhv,ls Paradise Health Post,Lusaka,Lusaka
U8RbjYUbZTf,ls Pearl of Health Hospital,Lusaka,Lusaka
vWSvGKE0JAk,ls PearliWhyte Dental Solutions,Lusaka,Lusaka
wtTEpgpUgSb,ls Phil Labs,Lusaka,Lusaka
qxkFizThUJc,ls PHIL OPTICIANS LTD,Lusaka,Lusaka
KgMQJkLtz8i,ls PJ’S PRIMARY MEDICAL CENTRE,Lusaka,Lusaka
JP28dHx9Z4v,ls Premium Medical Centre Hospital,Lusaka,Lusaka
NTyLp15m0yS,ls Railway Urban Health Centre-Lsk,Lusaka,Lusaka
rkNZukO2Plz,ls Rapha Medical Centre,Lusaka,Lusaka
BaYOXxRWHl7,ls Reliance Dental Services,Lusaka,Lusaka
HeXucRoSTcx,ls Risch medical center,Lusaka,Lusaka
AVmbFzKj1bY,ls Rong Zeng Surgery,Lusaka,Lusaka
cF5aPPMTBGh,ls Ruth Kaluluma Memorial Medical Centre,Lusaka,Lusaka
Sa6BN2kuW9F,ls Shalom Health Clinic,Lusaka,Lusaka
C5f8F54buEf,ls Sikanze Police Hospital,Lusaka,Lusaka
SGkcZRohVYM,ls SMILE DENTAL CLINIC,Lusaka,Lusaka
dw4dAjw7HZ2,ls SOUTHPOINT CLINIC - Avondale,Lusaka,Lusaka
hkyY5Zzb6us,ls Specialty Emergency Services,Lusaka,Lusaka
pS6h6OdgML4,ls St Agness Urban Health Centre,Lusaka,Lusaka
BaJrRLGbGJx,ls St John Paul ii orthopeadic  Mission Hospital ,Lusaka,Lusaka
Mhx3SSXnR50,ls St Johns Medical Centre,Lusaka,Lusaka
gDFz2VCknTo,ls St Lukes (UCZ) HP,Lusaka,Lusaka
Fmr1kLVfXs8,ls State House Clinic,Lusaka,Lusaka
FW1dl31uuzV,ls State Lodge Urban Health Centre,Lusaka,Lusaka
CcKPXpG0fus,ls Supreme Clinic,Lusaka,Lusaka
LydeiDj7fLX,ls Tender Care Clinic,Lusaka,Lusaka
JX2eWaWjJJZ,ls The Hill Wellness Centre – Family Legacy Missions Zambia,Lusaka,Lusaka
XaTxNxRMfwW,ls Tiny Tim & Friends Health Centre,Lusaka,Lusaka
ABEuCVwz8cD,ls Twatasha Health Post,Lusaka,Lusaka
DMQGhKNZTxi,ls Unicohs University Hospital ,Lusaka,Lusaka
gsNGi4iJfrU,ls University of Zambia Clinic,Lusaka,Lusaka
Q4HFyRPGGyM,ls Universty Teaching Hospital - Adult,Lusaka,Lusaka
G2ZDQ60Hlrq,ls Universty Teaching Hospital - Children,Lusaka,Lusaka
hfMxZSzDdUS,ls Universty Teaching Hospital - Eye,Lusaka,Lusaka
Jxvzyz6ZWxU,ls Universty Teaching Hospital - Women and Newborn,Lusaka,Lusaka
RtL7ccsLzIy,ls UTH - Women,Lusaka,Lusaka
N5t1ijPZksu,ls Victoria Hospital,Lusaka,Lusaka
tgpIsvgHqGa,ls VivaMed Hospital,Lusaka,Lusaka
eEhcsUOax6M,ls Wellspring Speciality clinic,Lusaka,Lusaka
P336NNJJnwP,ls Wellspring Speciality Hospital,Lusaka,Lusaka
VtBghcd7h94,ls WHB MEDICAL CENTRE,Lusaka,Lusaka
vlCp686zYH4,ls Zatulate Health Centre,Lusaka,Lusaka
Xv0kDPM80S3,ls Zhanga Ying Surgery,Lusaka,Lusaka
VKAnEjaSjDv,ls ZNS Chamba Valley Clinic,Lusaka,Lusaka
q70kBtNbBVc,ls ZNS Makeni Health Post,Lusaka,Lusaka
Qv5NUR9AraV,ls Bunda Bunda Health Post,Rufunsa,Lusaka
c0oo1hmsMMb,ls Chifundo Rural Health Centre,Rufunsa,Lusaka
mafnR9FscYH,ls Chilimba Health Post,Rufunsa,Lusaka
CX5m6RsleBF,ls Chimusanya Health Post,Rufunsa,Lusaka
pTjlE4l8E8I,ls Chinyunyu Rural Health Centre,Rufunsa,Lusaka
n6VcLbpBJWf,ls Chitemalesa Health Post,Rufunsa,Lusaka
BXhckmGX4He,ls Chiyota Health Post,Rufunsa,Lusaka
SW4wRANO9nV,ls Kankumba Rural Health Centre,Rufunsa,Lusaka
frf8onjZZxQ,ls Kanyongoloka Health Post,Rufunsa,Lusaka
QLjBmZ3QJgs,ls Kapanda Health Post,Rufunsa,Lusaka
urCMmUagKOX,ls Kazemba Health Post,Rufunsa,Lusaka
iUbvAXNZ0fL,ls Luangwa Bridge Health Post,Rufunsa,Lusaka
Jv76pscRXB2,ls Lubalashi Health Post,Rufunsa,Lusaka
FiQLZYFHZua,ls Lukwipa Rural Health Centre,Rufunsa,Lusaka
fUIhP514PW4,ls Mpanshya (St Luke) Mission Hospital,Rufunsa,Lusaka
E7ZYiBqjDTq,ls Mpanshya Hospital Affiliated Health Centre,Rufunsa,Lusaka
WVmVVoc9TTI,ls Mulamba Health Post,Rufunsa,Lusaka
ZhogxDFAtCk,ls Munyeta Health Post,Rufunsa,Lusaka
gJIeDBtMUCb,ls Mwachilele Health Post,Rufunsa,Lusaka
yWi3LzmsuvQ,ls Namanongo Health Post,Rufunsa,Lusaka
OlRl2jBVmC4,ls Nyampande Health Post,Rufunsa,Lusaka
fnULc4TOclq,ls Nyangwena Rural Health Centre,Rufunsa,Lusaka
opWKiMcdQtH,ls Rufunsa Rural Health Centre,Rufunsa,Lusaka
OvQuFUoAR0l,ls Rutech Health Post,Rufunsa,Lusaka
a4RWtDn52KZ,ls Shikabeta Rural Health Centre,Rufunsa,Lusaka
XlywUxI5X7T,ls Tengama Health Post,Rufunsa,Lusaka
thxSZm62CbT,mu Buli Rural Health Centre,Chama,Muchinga
UMFJpvlLVTn,mu Chama District Hospital,Chama,Muchinga
bL6DCojCmfh,mu Chama Hospital Affiliated Health Centre,Chama,Muchinga
ttOUWZVpeZQ,mu Chibale Rural Health Centre,Chama,Muchinga
bfyQToVApYb,mu Chifunda Rural Health Centre,Chama,Muchinga
UGhnk7JcnYM,mu Chigoma Rural Health Centre,Chama,Muchinga
Ye4TJDnlpJb,mu Chikwa Rural Health Centre,Chama,Muchinga
f9B913DB8K0,mu Chilubanama Rural Health Centre,Chama,Muchinga
kTiNWJDxN9u,mu Chitukula Health Post,Chama,Muchinga
buZB7Fcmo7S,mu Fulaza Rural Health Centre,Chama,Muchinga
UZLDUEhHb1u,mu Kalovya Health Post,Chama,Muchinga
NjEmIfrAVti,mu Kambombo Rural Health Centre,Chama,Muchinga
SHiENiDUTrE,mu Kambwili Health Post,Chama,Muchinga
myd7zyw1ocl,mu Kamfutu Health Post,Chama,Muchinga
mhkLgoddtIt,mu Kanyelele Rural Health Centre,Chama,Muchinga
q8dzc964eop,mu Kapalakonje Health Post,Chama,Muchinga
rK7PWlnBaRS,mu Kapichilasenga Rural Health Centre,Chama,Muchinga
j2T2l15fqZC,mu Kapilingizya Health Post,Chama,Muchinga
CJ0nbEcseSR,mu Kasela Health Post,Chama,Muchinga
jiy3fKnMFRg,mu Lundu Rural Health Centre,Chama,Muchinga
uwXHGDzulWz,mu Manga Mission Health Centre,Chama,Muchinga
EspwVxmSuZj,mu Manthepa Health Post,Chama,Muchinga
Rlz618EA32z,mu Mapamba Rural Health Centre,Chama,Muchinga
Dhul2UUAQpp,mu Mphyanakunda Rural Health Centre,Chama,Muchinga
gWHlelRdxII,mu Mulilo Rural Health Centre,Chama,Muchinga
OC9Wb7txB6i,mu Mwalala Rural Health Centre,Chama,Muchinga
FUf4B6D0a28,mu Mwila Health Post,Chama,Muchinga
fG4h9MfxAyM,mu Nthonkho Rural Health Centre,Chama,Muchinga
Xn1oEbyBNhr,mu Pondo Rural Health Centre,Chama,Muchinga
JZd2PkjXXj8,mu Sitwe Rural Health Centre,Chama,Muchinga
PVPj4sROxfb,mu Tembwe Rural Health Centre,Chama,Muchinga
XuxKl4IwYGH,mu Zebe Health Post,Chama,Muchinga
oEAPngMSIE3,mu Chinsali District Hospital,Chinsali,Muchinga
C513dA5CNF8,mu Chinsali Hospital Affiliated Health Centre,Chinsali,Muchinga
DTPBXVCb77t,mu Chunga Rural Health Centre,Chinsali,Muchinga
PbN0L5TMEcj,mu Kalela Health Post,Chinsali,Muchinga
wqCWnKvPBkJ,mu Kalwala Health Post,Chinsali,Muchinga
ZVmjD9okMQ9,mu Lubwa Rural Health Centre,Chinsali,Muchinga
tjwK61zIZv8,mu Mulilansolo Rural Health Centre,Chinsali,Muchinga
XzYfwBZwFYN,mu Mundu Rural Health Centre,Chinsali,Muchinga
oLOvXNp9M9Y,mu Munsanya Health Post,Chinsali,Muchinga
Eul4eDttk4G,mu Nambuluma Police Rural Health Centre,Chinsali,Muchinga
ZMT1eFtJe9a,mu Nkula Health Post,Chinsali,Muchinga
kg7wXu1ZTPM,mu Nkweto Health Post,Chinsali,Muchinga
vIGoufkybpb,mu Isoka District Hospital,Isoka,Muchinga
dsXYVuk5n4T,mu Kafwimbi Rural Health Centre,Isoka,Muchinga
qFkrH69xqXI,mu Kalungu Rural Health Centre,Isoka,Muchinga
bvra9QJy0j4,mu Kampumbu Rural Health Centre,Isoka,Muchinga
Ie5sdEH880a,mu Kantenshya Health Post,Isoka,Muchinga
FbpxGrsjqRr,mu Kapililonga Health Post,Isoka,Muchinga
y6jKNYQ1XeM,mu Kasoka Urban Health Centre,Isoka,Muchinga
qQUP9stDWwF,mu Katyetye Health Post,Isoka,Muchinga
ajqMIy7azi7,mu Lualizi Health Post,Isoka,Muchinga
K4QxEWjcOQR,mu Mwenekombe Health Post,Isoka,Muchinga
OcfkA1OrY8W,mu Nzoche Health Post,Isoka,Muchinga
vMxk2K8liIw,mu Sansamwenje Health Post,Isoka,Muchinga
KtHVXgCJdRm,mu Chalabesa Rural Health Centre,Kanchibiya,Muchinga
uByLHFIS52p,mu Chikakala Health Post,Kanchibiya,Muchinga
TJzkN2eAAZu,mu Chinkobo Health Post,Kanchibiya,Muchinga
bQuM5aHZsxx,mu Kabinga Rural Health Centre,Kanchibiya,Muchinga
TsPgbyuQUaj,mu Kaonda Rural Health Centre,Kanchibiya,Muchinga
BoToxyoSPZg,mu Kopa Rural Health Centre,Kanchibiya,Muchinga
uIe1oR9QhLH,mu Luchembe Health Post,Kanchibiya,Muchinga
Nyk45dHMpsl,mu Mapoma Rural Health Centre,Kanchibiya,Muchinga
HhrumkQRmrS,mu Mbati Rural Health Centre,Kanchibiya,Muchinga
coBD5bAkl3u,mu Mpepo Rural Health Centre,Kanchibiya,Muchinga
BJ0h5FFLCaH,mu Chiunda Ponde Rural Health Centre,Lavushimanda,Muchinga
lR9o86rxHBr,mu Kapilya Rural Health Centre,Lavushimanda,Muchinga
CIRB8Sovxcg,mu Lubunga Rural Health Centre,Lavushimanda,Muchinga
BZdlIdamzuY,mu Lukulu Rural Health Centre,Lavushimanda,Muchinga
eNAMPnAtrW5,mu Mabonga Health Post,Lavushimanda,Muchinga
xTf2bhBHD6x,mu Mpumba Rural Health Centre,Lavushimanda,Muchinga
zpQhJBUzrZD,mu Muwele Rural Health Centre,Lavushimanda,Muchinga
hoAPrLwsa0A,mu Salamo Health Post,Lavushimanda,Muchinga
heRSekB0WmU,mu Chanama Health Post,Mafinga,Muchinga
hcXn2JiI5hv,mu Chifunda Health Post,Mafinga,Muchinga
ANtd2l36nZS,mu Kalyamani Health Post,Mafinga,Muchinga
woZ61k2BhU9,mu Mulekatembo Rural Health Centre,Mafinga,Muchinga
Xg15qXIB2eQ,mu Muyombe Rural Health Centre,Mafinga,Muchinga
NbI3QlN5Evv,mu Mweniwisi Health Post,Mafinga,Muchinga
akD5X7ForM7,mu Nachisitu Rural Health Centre,Mafinga,Muchinga
iFpy6g3jarm,mu Sichitambule Health Post,Mafinga,Muchinga
vafHTwpCWH3,mu Thendere Rural Health Centre,Mafinga,Muchinga
Bkdh1kNXRYg,mu Wenella Health Post,Mafinga,Muchinga
hQmK8ecyjsR,mu Wiya Health Post,Mafinga,Muchinga
ct2ZVLT3XjM,mu Zumbe Health Post,Mafinga,Muchinga
nVfYVwMxkiW,mu Chaya Health Post,Mpika,Muchinga
GcgaFYRYyU3,mu Chibansa Urban Health Centre,Mpika,Muchinga
JT5xj46zeGl,mu Chikwanda  Health Post,Mpika,Muchinga
agydhUN0GMT,mu Chilonga Mission Hospital,Mpika,Muchinga
cDJ6OlP9OZV,mu Chilonga OPD Urban Health Centre,Mpika,Muchinga
GtxjlF23qdW,mu Chitulika Health Post,Mpika,Muchinga
Lie48MKDXxR,mu Kalimba Health Post,Mpika,Muchinga
JLwcbQsTN3h,mu Kaluba Health Post,Mpika,Muchinga
q3WuKZnC69a,mu Kamwanya Health Post,Mpika,Muchinga
tLWxX4bnKrB,mu Kasenga Rural Health Centre,Mpika,Muchinga
ZqpZTYP7Ras,mu Lufila Rural Health Centre,Mpika,Muchinga
Pa3fLSSppXS,mu Michael Chilufya Sata Hospital,Mpika,Muchinga
Exdpb4eLGF7,mu Mpika District Hospital,Mpika,Muchinga
t7UW2p4bTtN,mu Mpika Urban Health Centre,Mpika,Muchinga
A6Zdi9v8spx,mu Mukungule Rural Health Centre,Mpika,Muchinga
R7hpoKqVqBT,mu Nabwalya Rural Health Centre,Mpika,Muchinga
mRm20S2RLpz,mu St Odilia Rural Health Center,Mpika,Muchinga
kFJoMZPCc8V,mu Tazara Health Post,Mpika,Muchinga
DSvtGWSIbw3,mu TZR Residential Rural Health Centre,Mpika,Muchinga
GefgVqF6qLA,mu ZCA Rural Health Centre,Mpika,Muchinga
Pk67OZjJ1ro,mu ZNS Mpika Rural Health Centre,Mpika,Muchinga
OXp76jzywyC,mu Chilolwa Rural Health Centre,Nakonde,Muchinga
X9cGwe6zq3Y,mu Chitamba Health Post,Nakonde,Muchinga
nnqdYqnxiNp,mu Chozi Rural Health Centre,Nakonde,Muchinga
IW8lL6Y8SMw,mu HAHC,Nakonde,Muchinga
z2BTZKJj9RM,mu Ibrahim Health Post,Nakonde,Muchinga
oHpK0JVBj0c,mu Ilola Health Post,Nakonde,Muchinga
qQjA2N06NUj,mu Ituntu Health Post,Nakonde,Muchinga
CoIombFM4gF,mu IWULA  Health Post,Nakonde,Muchinga
Ys8puDZVCvh,mu Kantongo Health Post,Nakonde,Muchinga
cnWwdVEduhP,mu Kaombwe Health Post,Nakonde,Muchinga
Q3Go1eQPK69,mu Katozi Health Post,Nakonde,Muchinga
ZrEOAAeJ4Fn,mu Mayembe Health Post,Nakonde,Muchinga
vRHzFWR5TId,mu Mipulya Health Post,Nakonde,Muchinga
zC87pADxmHE,mu Movu Health Post,Nakonde,Muchinga
EVC6Jff3TKi,mu Mukalizi Health Post,Nakonde,Muchinga
OAyMFquXMy4,mu Mukumbe Health Post,Nakonde,Muchinga
Gggc0P836Uq,mu Mwanga Health Post,Nakonde,Muchinga
gnIOkKm6Yma,mu Mwenechanka Rural Health Centre,Nakonde,Muchinga
viRueEoa5jw,mu Mwenzo Rural Health Centre,Nakonde,Muchinga
xRPKf8sj5xI,mu Nakonde District Hospital,Nakonde,Muchinga
eg71XlYhGHJ,mu Nakonde Urban Health Centre,Nakonde,Muchinga
YayIzJa8mEO,mu NDINGINDI Health Post,Nakonde,Muchinga
rJGspwaDkgz,mu Ntantumbila Rural Health Centre,Nakonde,Muchinga
Q2egFKhMMJl,mu Nyela Health Post,Nakonde,Muchinga
SN2fWZciH1h,mu Shemu Rural Health Centre,Nakonde,Muchinga
FIUmPWaYqpm,mu Waitwika Rural Health Centre,Nakonde,Muchinga
a9SlTyDDNEC,mu Chibamba Health Post,Shiwang'andu,Muchinga
ofh3VPUFWc5,mu Chilanga Rural Health Centre,Shiwang'andu,Muchinga
EUdz9XvwKdF,mu Ilondola Rural Health Centre,Shiwang'andu,Muchinga
RrF1GzZIwND,mu Kabanda Rural Health Centre,Shiwang'andu,Muchinga
jAhxZlw0Avt,mu Kapisha Health Post,Shiwang'andu,Muchinga
fFfMEABC3gu,mu Konja Rural Health Centre,Shiwang'andu,Muchinga
EI49jAyjE0Z,mu Lukaka Rural Health Centre,Shiwang'andu,Muchinga
OZqik5XJPz5,mu Lwanya Health Post,Shiwang'andu,Muchinga
v4SD7qqeBiG,mu Matumbo Rural Health Centre,Shiwang'andu,Muchinga
Ypk8bH2OfTR,mu Mukwikile Health Post,Shiwang'andu,Muchinga
rS0Q6S0aYLY,mu Mulanga Rural Health Centre,Shiwang'andu,Muchinga
zcEqQNciKrC,mu Mwika Rural Health Centre,Shiwang'andu,Muchinga
sCw8l2LwKtb,mu Philip Health Post,Shiwang'andu,Muchinga
wEE9FuoSNMS,mu Sele Health Post,Shiwang'andu,Muchinga
pG53M4spUQf,mu Shiwang`andu Urban Health Centre,Shiwang'andu,Muchinga
b92HKYV3QTP,mu Shiwang'andu Rural Health Centre,Shiwang'andu,Muchinga
hbMd5G5xeox,no Chaba Rural Health Centre,Chilubi,Northern
RjnexMNgqpi,no Chifwenge Rural Health Centre,Chilubi,Northern
hcQyTr8v2Ci,no Chilubi Island District Hospital,Chilubi,Northern
m3J528IT5dJ,no Chilubi Mainland District Hospital,Chilubi,Northern
MfpYE8QNstw,no Chilubi Rural Health Centre,Chilubi,Northern
GdqN0M7n0VT,no Chitunkubwe Health Post,Chilubi,Northern
vKtUQiVGak0,no Fube Health Post,Chilubi,Northern
YyBASZIWncU,no Kapampa Health Post,Chilubi,Northern
VuHrZ29UX2N,no Kapofu Health Post,Chilubi,Northern
qb3oElctO5y,no Kateshi Health Post,Chilubi,Northern
ugG860Hbvbt,no Kawena Health Post,Chilubi,Northern
BEr4Ltf5AOa,no Matipa Rural Health Centre,Chilubi,Northern
QwekBrtGSKk,no Mayuka Rural Health Centre,Chilubi,Northern
R956pSL5FBl,no Mofu Rural Health Centre,Chilubi,Northern
F696hvJXIMv,no Mpupo Health Post,Chilubi,Northern
y0cG14lZw5k,no Mubili Health Post,Chilubi,Northern
Xa01WNBrx4c,no Mule Health Post,Chilubi,Northern
yot4DZWAWVC,no Mwenge Health Post,Chilubi,Northern
RBJMZ11FhW4,no Nsumbu Rural Health Centre (Chilubi),Chilubi,Northern
FDu4VtXk7nK,no Santa Maria Mission Rural Health Centre,Chilubi,Northern
IrXJrK7ctSP,no Chipili Health Post,Kaputa,Northern
yzHAnovHXda,no Chocha Health Post,Kaputa,Northern
pDvNFY9XBVJ,no Kafwimbi Health Post,Kaputa,Northern
jsYdPhERFCI,no Kalaba Rural Health Centre,Kaputa,Northern
uBdVFvsjHUX,no Kambole Chansa health Post,Kaputa,Northern
R9UyHMbTRk5,no Kapala Health Post,Kaputa,Northern
DWCziNThfzc,no Kapepula Health Post,Kaputa,Northern
BwfogFi4fzD,no kaputa district Hospital,Kaputa,Northern
zYzRTvE8hjZ,no Kaputa Rural Health Centre,Kaputa,Northern
gwnibevKqFb,no Kasepa Health Post,Kaputa,Northern
X5HdpT17FfK,no Kasongole Rural Health Centre,Kaputa,Northern
JHR1QlNzJIY,no Kasungwe Health Post,Kaputa,Northern
VwAueohxpnH,no Luntomfwe Health Post,Kaputa,Northern
OXcsX0TwRj1,no Muchenja Health Post,Kaputa,Northern
DMtUrglZTCS,no Mukupa Katandula Rural Health Centre,Kaputa,Northern
DzunPv8cwSo,no Nkosha Health Post,Kaputa,Northern
FkZWhDrqAy8,no Army Urban Health Centre,Kasama,Northern
pvS1vkQZCc4,no Chandamukulu Health Post,Kasama,Northern
agaIwA0dv8q,no Chilongoshi Rural Health Centre,Kasama,Northern
AiRIWKJDQze,no Chilubula Clinic -Hospital Affiliated,Kasama,Northern
dP2B3BbFzqd,no Chilubula Mission Hospital,Kasama,Northern
SxlzNk3gMnn,no Chilubula Rural Health Centre,Kasama,Northern
eQZzBLergfe,no Chiombo Rural Health Centre,Kasama,Northern
gfLalP9XzeF,no Chisanga Urban Health Centre,Kasama,Northern
E7Rg5Ox5DGG,no College Health Post,Kasama,Northern
mOuWAqdPbMq,no Kasakula Rural Health Centre,Kasama,Northern
FCzC8Aj6WOk,no Kasama General Hospital,Kasama,Northern
qs2Mpxcv39y,no Kasama Health Post,Kasama,Northern
fr9PXFKbRLw,no Kasama Urban Health Centre,Kasama,Northern
qcYKFvfvnMC,no Kashinka Rural Health Post,Kasama,Northern
HRhY8B68PlE,no Kasonde Chisuna  Health Post,Kasama,Northern
OFe1jQQDB5T,no Kasonde Mutokwa  Health Post,Kasama,Northern
Qtj6QkvyDpK,no Kateshi Rural Health Centre,Kasama,Northern
SlolrJEgl0a,no Location Urban Health Centre,Kasama,Northern
HHMYNultyEP,no Lubushi Rural Health Centre,Kasama,Northern
jayOVZvJh3N,no Lukashi Health Post,Kasama,Northern
CJs1aFa21p9,no Lukashya Rural Health Centre,Kasama,Northern
KcXMB5vV4YL,no Lukupa Rural Health Centre,Kasama,Northern
qjA4Nyo81tE,no Lwabwe Health Post,Kasama,Northern
PCn1YxtH50z,no Masuba Rural Health Post,Kasama,Northern
akC2W2pwmYx,no Mbusa Rural Health Centre,Kasama,Northern
AWV6kSXGjwi,no Milima Rural Health Centre,Kasama,Northern
AeJqEJMVqnN,no Misambo Health Post,Kasama,Northern
eyAsFYjpsks,no Misamfu Rural Health Centre,Kasama,Northern
TM4bzQrBfOo,no Misengo Rural Health Centre,Kasama,Northern
aqkWJquZvWo,no Monica Chisando Health Post,Kasama,Northern
TqK9kfQC0fg,no Mulanshi Rural Health Centre,Kasama,Northern
uvIv0Fx64dt,no Mulenga Hill Health Post,Kasama,Northern
ri2Uo6gFRNm,no Mulobola Rural Health Centre,Kasama,Northern
dR3uLB9bdT8,no Mumbimfumu Health Post,Kasama,Northern
L9DG6uHzVYV,no Mumbimukulu Health post,Kasama,Northern
xuA2Jtiphpg,no Munkonge Rural Health Centre,Kasama,Northern
bnkRDk8yfOw,no Musa Rural Health Centre,Kasama,Northern
YmN30bOmtP9,no Mwamba Rural Health Centre (Kasama),Kasama,Northern
yfQfmGP0Aqu,no Mwasha Health Post,Kasama,Northern
pXHIIKZSX3P,no Ngoma Health Post,Kasama,Northern
mZ8aFa1q1sg,no Nkolemfumu Rural Health Centre,Kasama,Northern
rPkmYXxjcxf,no Ntumpa Rural Health Post,Kasama,Northern
vNQHILDWoMI,no Tazara Rural Health Centre,Kasama,Northern
nX3k8TeUA3d,no Zambia Police Clinic,Kasama,Northern
c8Pl2yC9fTN,no ZNS Chishimba Rural Health Centre,Kasama,Northern
DONNVIGWmgp,no Chewe Health Post,Lunte,Northern
dZt8DMqC2wO,no Chibelushi Health Post,Lunte,Northern
ldLfgqgERC6,no Chitoshi Rural Health Centre,Lunte,Northern
FRx9ulBl4om,no Filipo Health Post,Lunte,Northern
z7q9NkQTIWk,no Kapatu Rural Health Centre,Lunte,Northern
hLvGlMcyxzL,no Mananya Health Post,Lunte,Northern
h8SZvKdKRta,no Moseni Health Post,Lunte,Northern
tRh7NtQVaDz,no Mpalapata Health Post,Lunte,Northern
QlNGsApLFj0,no Mukolwe Rural Health Centre,Lunte,Northern
cxRXYjF5WXv,no Mukupa Kaoma Rural Health Centre,Lunte,Northern
L81ZzaEQA65,no Mulenga Mapesa Health Post,Lunte,Northern
CjOogYGADtw,no Mulila Health Post,Lunte,Northern
vXXdSBZnCo6,no Mushika Health Post,Lunte,Northern
yOy1oTpHuYY,no Pecha Health Post,Lunte,Northern
AR5B87AVmsS,no Sambala Health Post,Lunte,Northern
t3ZN7n05wOY,no Shibwalya Kapila Rural Health Centre,Lunte,Northern
EKemwvrWa4L,no Vincent Bulaya Health Post,Lunte,Northern
yu99yP1nh0n,no Chungu Rural Health Centre,Lupososhi,Northern
